Category,Case Type,Image Name,Annotation Name (YOLOv5),Reference
insulting_gesture,Normal,img_hod_009664.jpg,img_hod_009664.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001725.jpg,img_hod_001725.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001987.jpg,img_hod_001987.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009712.jpg,img_hod_009712.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_009632.jpg,img_hod_009632.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001680.jpg,img_hod_001680.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001508.jpg,img_hod_001508.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002038.jpg,img_hod_002038.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001825.jpg,img_hod_001825.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001795.jpg,img_hod_001795.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001559.jpg,img_hod_001559.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001570.jpg,img_hod_001570.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001600.jpg,img_hod_001600.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002034.jpg,img_hod_002034.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001873.jpg,img_hod_001873.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001905.jpg,img_hod_001905.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001946.jpg,img_hod_001946.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001819.jpg,img_hod_001819.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001553.jpg,img_hod_001553.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001955.jpg,img_hod_001955.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001495.jpg,img_hod_001495.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009700.jpg,img_hod_009700.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001480.jpg,img_hod_001480.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001978.jpg,img_hod_001978.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001992.jpg,img_hod_001992.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001686.jpg,img_hod_001686.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001814.jpg,img_hod_001814.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001615.jpg,img_hod_001615.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001629.jpg,img_hod_001629.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001858.jpg,img_hod_001858.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001672.jpg,img_hod_001672.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001693.jpg,img_hod_001693.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009641.jpg,img_hod_009641.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001678.jpg,img_hod_001678.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001836.jpg,img_hod_001836.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002028.jpg,img_hod_002028.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001598.jpg,img_hod_001598.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001925.jpg,img_hod_001925.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001465.jpg,img_hod_001465.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001638.jpg,img_hod_001638.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_010190.jpg,img_hod_010190.txt,https://unsplash.com
insulting_gesture,Normal,img_hod_009680.jpg,img_hod_009680.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001868.jpg,img_hod_001868.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001796.jpg,img_hod_001796.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001684.jpg,img_hod_001684.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009670.jpg,img_hod_009670.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001592.jpg,img_hod_001592.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001793.jpg,img_hod_001793.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001476.jpg,img_hod_001476.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009729.jpg,img_hod_009729.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001721.jpg,img_hod_001721.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001660.jpg,img_hod_001660.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001903.jpg,img_hod_001903.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001670.jpg,img_hod_001670.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001900.jpg,img_hod_001900.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001934.jpg,img_hod_001934.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001799.jpg,img_hod_001799.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001444.jpg,img_hod_001444.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009671.jpg,img_hod_009671.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001656.jpg,img_hod_001656.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001462.jpg,img_hod_001462.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001920.jpg,img_hod_001920.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001832.jpg,img_hod_001832.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009669.jpg,img_hod_009669.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001866.jpg,img_hod_001866.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009711.jpg,img_hod_009711.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_002001.jpg,img_hod_002001.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001652.jpg,img_hod_001652.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001844.jpg,img_hod_001844.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001489.jpg,img_hod_001489.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001747.jpg,img_hod_001747.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002012.jpg,img_hod_002012.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001558.jpg,img_hod_001558.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002014.jpg,img_hod_002014.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001948.jpg,img_hod_001948.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001653.jpg,img_hod_001653.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001800.jpg,img_hod_001800.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002032.jpg,img_hod_002032.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002042.jpg,img_hod_002042.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001651.jpg,img_hod_001651.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001534.jpg,img_hod_001534.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001855.jpg,img_hod_001855.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009693.jpg,img_hod_009693.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001589.jpg,img_hod_001589.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001792.jpg,img_hod_001792.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001856.jpg,img_hod_001856.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001956.jpg,img_hod_001956.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001677.jpg,img_hod_001677.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001577.jpg,img_hod_001577.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001580.jpg,img_hod_001580.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001991.jpg,img_hod_001991.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001478.jpg,img_hod_001478.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001661.jpg,img_hod_001661.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001671.jpg,img_hod_001671.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001516.jpg,img_hod_001516.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001952.jpg,img_hod_001952.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009677.jpg,img_hod_009677.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001674.jpg,img_hod_001674.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001568.jpg,img_hod_001568.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002050.jpg,img_hod_002050.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001871.jpg,img_hod_001871.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009636.jpg,img_hod_009636.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_002059.jpg,img_hod_002059.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001647.jpg,img_hod_001647.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009648.jpg,img_hod_009648.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001512.jpg,img_hod_001512.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001595.jpg,img_hod_001595.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009634.jpg,img_hod_009634.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001649.jpg,img_hod_001649.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001854.jpg,img_hod_001854.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002056.jpg,img_hod_002056.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001872.jpg,img_hod_001872.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001507.jpg,img_hod_001507.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001789.jpg,img_hod_001789.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009702.jpg,img_hod_009702.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001539.jpg,img_hod_001539.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001548.jpg,img_hod_001548.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001560.jpg,img_hod_001560.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002039.jpg,img_hod_002039.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001821.jpg,img_hod_001821.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001688.jpg,img_hod_001688.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001574.jpg,img_hod_001574.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001727.jpg,img_hod_001727.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001492.jpg,img_hod_001492.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001554.jpg,img_hod_001554.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001624.jpg,img_hod_001624.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001591.jpg,img_hod_001591.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002005.jpg,img_hod_002005.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001545.jpg,img_hod_001545.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002031.jpg,img_hod_002031.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009690.jpg,img_hod_009690.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001744.jpg,img_hod_001744.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001689.jpg,img_hod_001689.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001450.jpg,img_hod_001450.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001485.jpg,img_hod_001485.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001969.jpg,img_hod_001969.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009717.jpg,img_hod_009717.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001690.jpg,img_hod_001690.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001597.jpg,img_hod_001597.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001625.jpg,img_hod_001625.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001983.jpg,img_hod_001983.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001790.jpg,img_hod_001790.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002006.jpg,img_hod_002006.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001466.jpg,img_hod_001466.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001914.jpg,img_hod_001914.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001630.jpg,img_hod_001630.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001862.jpg,img_hod_001862.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001861.jpg,img_hod_001861.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009630.jpg,img_hod_009630.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001581.jpg,img_hod_001581.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001784.jpg,img_hod_001784.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001754.jpg,img_hod_001754.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001503.jpg,img_hod_001503.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002010.jpg,img_hod_002010.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001980.jpg,img_hod_001980.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001917.jpg,img_hod_001917.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001907.jpg,img_hod_001907.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001864.jpg,img_hod_001864.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001599.jpg,img_hod_001599.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001737.jpg,img_hod_001737.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002004.jpg,img_hod_002004.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001977.jpg,img_hod_001977.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001943.jpg,img_hod_001943.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001752.jpg,img_hod_001752.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001846.jpg,img_hod_001846.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001707.jpg,img_hod_001707.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009694.jpg,img_hod_009694.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001657.jpg,img_hod_001657.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001654.jpg,img_hod_001654.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001576.jpg,img_hod_001576.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001806.jpg,img_hod_001806.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001833.jpg,img_hod_001833.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001729.jpg,img_hod_001729.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001694.jpg,img_hod_001694.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001748.jpg,img_hod_001748.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001877.jpg,img_hod_001877.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_010204.jpg,img_hod_010204.txt,https://unsplash.com
insulting_gesture,Normal,img_hod_001710.jpg,img_hod_001710.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009659.jpg,img_hod_009659.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001644.jpg,img_hod_001644.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001993.jpg,img_hod_001993.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001685.jpg,img_hod_001685.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001841.jpg,img_hod_001841.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001679.jpg,img_hod_001679.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001742.jpg,img_hod_001742.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001590.jpg,img_hod_001590.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001596.jpg,img_hod_001596.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001551.jpg,img_hod_001551.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002007.jpg,img_hod_002007.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001750.jpg,img_hod_001750.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009713.jpg,img_hod_009713.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001976.jpg,img_hod_001976.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001962.jpg,img_hod_001962.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001921.jpg,img_hod_001921.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001452.jpg,img_hod_001452.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001733.jpg,img_hod_001733.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001876.jpg,img_hod_001876.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001556.jpg,img_hod_001556.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001829.jpg,img_hod_001829.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001483.jpg,img_hod_001483.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009656.jpg,img_hod_009656.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001997.jpg,img_hod_001997.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001910.jpg,img_hod_001910.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002037.jpg,img_hod_002037.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001645.jpg,img_hod_001645.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001709.jpg,img_hod_001709.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001641.jpg,img_hod_001641.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002000.jpg,img_hod_002000.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001562.jpg,img_hod_001562.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001758.jpg,img_hod_001758.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001456.jpg,img_hod_001456.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001834.jpg,img_hod_001834.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001642.jpg,img_hod_001642.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001655.jpg,img_hod_001655.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001940.jpg,img_hod_001940.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001888.jpg,img_hod_001888.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009647.jpg,img_hod_009647.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_001768.jpg,img_hod_001768.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001967.jpg,img_hod_001967.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001468.jpg,img_hod_001468.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001457.jpg,img_hod_001457.txt,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009692.jpg,img_hod_009692.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_009696.jpg,img_hod_009696.txt,https://www.freepik.com
insulting_gesture,Normal,img_hod_009697.jpg,img_hod_009697.txt,https://www.freepik.com
